home,score,away,home_scores,away_scores,year
Ｆ東京,0-2,横浜FM,0,2,2004
鹿島,2-0,神戸,2,0,2004
市原,1-1,柏,1,1,2004
広島,0-0,浦和,0,0,2004
神戸,1-2,Ｆ東京,1,2,2004
柏,0-2,Ｇ大阪,0,2,2004
磐田,2-1,大分,2,1,2004
浦和,1-0,鹿島,1,0,2004
名古屋,1-1,新潟,1,1,2004
Ｃ大阪,1-2,広島,1,2,2004
東京Ｖ,2-1,市原,2,1,2004
広島,2-0,神戸,2,0,2004
市原,1-1,名古屋,1,1,2004
新潟,0-3,浦和,0,3,2004
清水,1-2,Ｃ大阪,1,2,2004
鹿島,3-0,大分,3,0,2004
横浜FM,3-1,東京Ｖ,3,1,2004
Ｇ大阪,0-2,磐田,0,2,2004
Ｆ東京,2-1,柏,2,1,2004
横浜FM,1-1,清水,1,1,2004
磐田,1-2,横浜FM,1,2,2004
大分,4-3,Ｇ大阪,4,3,2004
名古屋,1-2,東京Ｖ,1,2,2004
浦和,3-3,市原,3,3,2004
Ｃ大阪,1-2,新潟,1,2,2004
柏,0-1,鹿島,0,1,2004
Ｆ東京,1-1,広島,1,1,2004
神戸,5-1,清水,5,1,2004
鹿島,0-0,Ｆ東京,0,0,2004
清水,1-2,大分,1,2,2004
市原,1-1,Ｃ大阪,1,1,2004
Ｇ大阪,6-3,神戸,6,3,2004
広島,3-0,柏,3,0,2004
東京Ｖ,1-3,浦和,1,3,2004
横浜FM,2-1,名古屋,2,1,2004
新潟,1-2,磐田,1,2,2004
磐田,3-2,市原,3,2,2004
Ｆ東京,2-1,Ｇ大阪,2,1,2004
名古屋,3-0,浦和,3,0,2004
神戸,0-2,横浜FM,0,2,2004
柏,0-0,清水,0,0,2004
大分,0-1,新潟,0,1,2004
Ｃ大阪,2-2,東京Ｖ,2,2,2004
広島,0-2,鹿島,0,2,2004
東京Ｖ,3-0,鹿島,3,0,2004
新潟,3-3,清水,3,3,2004
名古屋,2-1,大分,2,1,2004
Ｃ大阪,0-1,Ｇ大阪,0,1,2004
市原,2-2,Ｆ東京,2,2,2004
横浜FM,2-0,広島,2,0,2004
浦和,1-1,柏,1,1,2004
磐田,2-2,神戸,2,2,2004
鹿島,1-0,磐田,1,0,2004
神戸,2-2,Ｃ大阪,2,2,2004
広島,1-1,新潟,1,1,2004
清水,3-1,東京Ｖ,3,1,2004
Ｆ東京,3-2,名古屋,3,2,2004
柏,1-2,横浜FM,1,2,2004
Ｇ大阪,3-2,浦和,3,2,2004
大分,2-3,市原,2,3,2004
市原,1-1,清水,1,1,2004
Ｃ大阪,1-5,柏,1,5,2004
名古屋,2-2,神戸,2,2,2004
横浜FM,1-0,鹿島,1,0,2004
新潟,1-4,Ｇ大阪,1,4,2004
磐田,4-2,広島,4,2,2004
浦和,2-1,Ｆ東京,2,1,2004
東京Ｖ,3-1,大分,3,1,2004
鹿島,1-0,柏,1,0,2004
市原,2-1,広島,2,1,2004
Ｃ大阪,4-3,Ｆ東京,4,3,2004
東京Ｖ,2-0,新潟,2,0,2004
名古屋,1-2,Ｇ大阪,1,2,2004
神戸,2-3,浦和,2,3,2004
大分,1-1,磐田,1,1,2004
清水,1-2,横浜FM,1,2,2004
浦和,7-2,東京Ｖ,7,2,2004
広島,2-1,Ｃ大阪,2,1,2004
Ｆ東京,1-2,清水,1,2,2004
柏,0-3,神戸,0,3,2004
Ｇ大阪,2-1,鹿島,2,1,2004
磐田,1-2,名古屋,1,2,2004
横浜FM,2-1,大分,2,1,2004
新潟,3-3,市原,3,3,2004
神戸,3-4,新潟,3,4,2004
浦和,3-2,磐田,3,2,2004
鹿島,0-1,市原,0,1,2004
柏,2-2,広島,2,2,2004
清水,0-1,Ｇ大阪,0,1,2004
Ｃ大阪,1-2,大分,1,2,2004
東京Ｖ,0-1,Ｆ東京,0,1,2004
名古屋,2-1,横浜FM,2,1,2004
鹿島,4-3,Ｃ大阪,4,3,2004
横浜FM,3-0,磐田,3,0,2004
清水,3-0,広島,3,0,2004
市原,2-1,東京Ｖ,2,1,2004
Ｆ東京,3-1,神戸,3,1,2004
Ｇ大阪,5-1,柏,5,1,2004
新潟,0-0,名古屋,0,0,2004
大分,1-4,浦和,1,4,2004
広島,2-2,横浜FM,2,2,2004
大分,1-0,清水,1,0,2004
磐田,4-4,鹿島,4,4,2004
神戸,3-3,Ｇ大阪,3,3,2004
浦和,4-1,新潟,4,1,2004
東京Ｖ,3-1,名古屋,3,1,2004
柏,1-1,Ｆ東京,1,1,2004
Ｃ大阪,3-0,市原,3,0,2004
横浜FM,2-2,神戸,2,2,2004
新潟,3-2,広島,3,2,2004
市原,2-0,大分,2,0,2004
名古屋,5-2,Ｃ大阪,5,2,2004
Ｇ大阪,1-3,東京Ｖ,1,3,2004
鹿島,0-0,清水,0,0,2004
磐田,1-1,柏,1,1,2004
Ｆ東京,1-0,浦和,1,0,2004
神戸,1-2,磐田,1,2,2004
浦和,2-1,Ｇ大阪,2,1,2004
広島,3-0,東京Ｖ,3,0,2004
清水,2-4,新潟,2,4,2004
Ｆ東京,0-1,鹿島,0,1,2004
柏,0-0,市原,0,0,2004
Ｃ大阪,1-1,横浜FM,1,1,2004
Ｇ大阪,7-1,Ｃ大阪,7,1,2004
東京Ｖ,0-2,神戸,0,2,2004
新潟,3-0,大分,3,0,2004
名古屋,1-1,Ｆ東京,1,1,2004
市原,0-4,浦和,0,4,2004
磐田,1-2,清水,1,2,2004
鹿島,0-0,広島,0,0,2004
横浜FM,0-1,柏,0,1,2004
清水,1-2,市原,1,2,2004
Ｃ大阪,1-2,神戸,1,2,2004
広島,2-2,Ｇ大阪,2,2,2004
浦和,0-0,横浜FM,0,0,2004
大分,2-3,東京Ｖ,2,3,2004
柏,2-2,名古屋,2,2,2004
Ｆ東京,0-0,磐田,0,0,2004
新潟,1-0,鹿島,1,0,2004
柏,1-1,Ｃ大阪,1,1,2004
名古屋,0-2,市原,0,2,2004
鹿島,2-3,浦和,2,3,2004
東京Ｖ,4-0,清水,4,0,2004
横浜FM,2-1,Ｆ東京,2,1,2004
神戸,2-2,広島,2,2,2004
Ｇ大阪,3-1,大分,3,1,2004
磐田,3-1,新潟,3,1,2004
鹿島,3-1,横浜FM,3,1,2004
清水,1-2,名古屋,1,2,2004
大分,2-0,神戸,2,0,2004
Ｃ大阪,0-2,浦和,0,2,2004
東京Ｖ,1-2,磐田,1,2,2004
広島,1-1,Ｆ東京,1,1,2004
市原,2-2,Ｇ大阪,2,2,2004
柏,0-2,東京Ｖ,0,2,2004
名古屋,2-1,広島,2,1,2004
浦和,2-1,清水,2,1,2004
Ｇ大阪,6-3,新潟,6,3,2004
Ｆ東京,1-1,大分,1,1,2004
横浜FM,2-1,市原,2,1,2004
磐田,2-2,Ｃ大阪,2,2,2004
神戸,2-1,鹿島,2,1,2004
大分,0-4,名古屋,0,4,2004
新潟,1-3,柏,1,3,2004
広島,3-2,磐田,3,2,2004
市原,5-1,神戸,5,1,2004
東京Ｖ,1-1,Ｃ大阪,1,1,2004
浦和,1-2,名古屋,1,2,2004
新潟,4-2,Ｆ東京,4,2,2004
清水,2-1,柏,2,1,2004
Ｇ大阪,0-2,横浜FM,0,2,2004
大分,0-3,鹿島,0,3,2004
鹿島,1-0,東京Ｖ,1,0,2004
広島,0-0,大分,0,0,2004
神戸,2-1,名古屋,2,1,2004
Ｆ東京,3-3,市原,3,3,2004
磐田,1-2,Ｇ大阪,1,2,2004
柏,0-4,浦和,0,4,2004
横浜FM,1-2,新潟,1,2,2004
Ｃ大阪,2-1,清水,2,1,2004
名古屋,0-2,鹿島,0,2,2004
市原,2-1,磐田,2,1,2004
清水,1-3,神戸,1,3,2004
Ｇ大阪,1-2,Ｆ東京,1,2,2004
浦和,1-0,広島,1,0,2004
東京Ｖ,0-0,横浜FM,0,0,2004
新潟,1-2,Ｃ大阪,1,2,2004
大分,2-2,柏,2,2,2004
浦和,0-1,鹿島,0,1,2005
名古屋,2-2,千葉,2,2,2005
清水,1-1,広島,1,1,2005
Ｇ大阪,0-2,大宮,0,2,2005
横浜FM,0-1,磐田,0,1,2005
大分,1-2,東京Ｖ,1,2,2005
Ｆ東京,4-0,新潟,4,0,2005
神戸,3-1,Ｃ大阪,3,1,2005
柏,1-1,川崎Ｆ,1,1,2005
東京Ｖ,0-0,清水,0,0,2005
大宮,1-1,神戸,1,1,2005
鹿島,2-2,Ｇ大阪,2,2,2005
川崎Ｆ,3-3,浦和,3,3,2005
広島,0-0,Ｆ東京,0,0,2005
Ｃ大阪,2-3,横浜FM,2,3,2005
千葉,2-2,柏,2,2,2005
新潟,2-1,大分,2,1,2005
磐田,0-3,名古屋,0,3,2005
横浜FM,4-1,新潟,4,1,2005
名古屋,1-1,広島,1,1,2005
柏,1-3,鹿島,1,3,2005
磐田,1-1,清水,1,1,2005
大宮,1-0,Ｃ大阪,1,0,2005
神戸,1-2,Ｆ東京,1,2,2005
大分,1-0,浦和,1,0,2005
Ｇ大阪,3-2,川崎Ｆ,3,2,2005
東京Ｖ,2-2,千葉,2,2,2005
清水,1-2,柏,1,2,2005
広島,0-1,鹿島,0,1,2005
千葉,4-2,大分,4,2,2005
Ｃ大阪,1-0,名古屋,1,0,2005
浦和,1-1,Ｇ大阪,1,1,2005
新潟,3-2,大宮,3,2,2005
川崎Ｆ,1-0,東京Ｖ,1,0,2005
Ｆ東京,1-0,磐田,1,0,2005
横浜FM,1-1,神戸,1,1,2005
鹿島,2-0,大宮,2,0,2005
東京Ｖ,1-4,広島,1,4,2005
磐田,1-3,千葉,1,3,2005
神戸,1-6,川崎Ｆ,1,6,2005
大分,1-2,Ｃ大阪,1,2,2005
Ｇ大阪,1-1,新潟,1,1,2005
柏,0-1,横浜FM,0,1,2005
名古屋,1-0,Ｆ東京,1,0,2005
浦和,1-1,清水,1,1,2005
Ｃ大阪,1-1,柏,1,1,2005
広島,2-0,神戸,2,0,2005
横浜FM,2-2,Ｇ大阪,2,2,2005
清水,0-1,大分,0,1,2005
千葉,2-4,鹿島,2,4,2005
Ｆ東京,0-2,浦和,0,2,2005
新潟,0-1,磐田,0,1,2005
大宮,2-3,東京Ｖ,2,3,2005
川崎Ｆ,0-2,名古屋,0,2,2005
広島,2-1,川崎Ｆ,2,1,2005
清水,2-1,千葉,2,1,2005
Ｇ大阪,5-3,Ｆ東京,5,3,2005
大分,2-1,神戸,2,1,2005
浦和,1-2,Ｃ大阪,1,2,2005
東京Ｖ,2-2,新潟,2,2,2005
柏,0-2,名古屋,0,2,2005
横浜FM,1-2,大宮,1,2,2005
鹿島,2-1,磐田,2,1,2005
新潟,0-0,清水,0,0,2005
名古屋,5-4,東京Ｖ,5,4,2005
Ｃ大阪,1-1,広島,1,1,2005
大宮,3-1,大分,3,1,2005
千葉,3-1,Ｇ大阪,3,1,2005
Ｆ東京,0-2,柏,0,2,2005
川崎Ｆ,2-1,横浜FM,2,1,2005
磐田,2-2,浦和,2,2,2005
神戸,0-2,鹿島,0,2,2005
清水,2-1,大宮,2,1,2005
Ｇ大阪,3-1,神戸,3,1,2005
大分,2-1,Ｆ東京,2,1,2005
浦和,3-0,名古屋,3,0,2005
鹿島,0-1,Ｃ大阪,0,1,2005
川崎Ｆ,1-0,千葉,1,0,2005
柏,0-4,磐田,0,4,2005
広島,5-0,新潟,5,0,2005
東京Ｖ,1-1,横浜FM,1,1,2005
横浜FM,1-1,清水,1,1,2005
磐田,2-1,Ｇ大阪,2,1,2005
Ｃ大阪,0-0,東京Ｖ,0,0,2005
新潟,2-1,川崎Ｆ,2,1,2005
千葉,1-1,広島,1,1,2005
大宮,1-0,柏,1,0,2005
Ｆ東京,0-2,鹿島,0,2,2005
神戸,0-1,浦和,0,1,2005
名古屋,0-0,大分,0,0,2005
Ｇ大阪,3-1,名古屋,3,1,2005
大分,1-0,川崎Ｆ,1,0,2005
浦和,0-0,千葉,0,0,2005
柏,0-0,新潟,0,0,2005
鹿島,2-1,東京Ｖ,2,1,2005
清水,1-1,Ｃ大阪,1,1,2005
Ｆ東京,3-3,大宮,3,3,2005
広島,0-1,横浜FM,0,1,2005
神戸,0-0,磐田,0,0,2005
川崎Ｆ,0-1,清水,0,1,2005
大宮,0-1,広島,0,1,2005
新潟,2-2,鹿島,2,2,2005
Ｃ大阪,2-4,Ｇ大阪,2,4,2005
東京Ｖ,1-0,柏,1,0,2005
名古屋,0-2,神戸,0,2,2005
千葉,2-1,Ｆ東京,2,1,2005
磐田,2-1,大分,2,1,2005
横浜FM,0-1,浦和,0,1,2005
柏,1-1,広島,1,1,2005
名古屋,1-1,大宮,1,1,2005
Ｇ大阪,7-1,東京Ｖ,7,1,2005
磐田,1-2,川崎Ｆ,1,2,2005
Ｆ東京,2-2,Ｃ大阪,2,2,2005
神戸,1-1,千葉,1,1,2005
大分,0-2,横浜FM,0,2,2005
鹿島,2-1,清水,2,1,2005
浦和,2-1,新潟,2,1,2005
柏,0-0,大分,0,0,2005
新潟,3-2,神戸,3,2,2005
清水,2-2,名古屋,2,2,2005
Ｃ大阪,2-0,千葉,2,0,2005
広島,1-2,Ｇ大阪,1,2,2005
東京Ｖ,0-7,浦和,0,7,2005
横浜FM,2-1,鹿島,2,1,2005
川崎Ｆ,0-0,Ｆ東京,0,0,2005
大宮,0-2,磐田,0,2,2005
鹿島,2-0,川崎Ｆ,2,0,2005
千葉,3-2,新潟,3,2,2005
神戸,0-3,清水,0,3,2005
名古屋,1-1,横浜FM,1,1,2005
Ｆ東京,0-0,東京Ｖ,0,0,2005
磐田,3-0,Ｃ大阪,3,0,2005
浦和,1-2,大宮,1,2,2005
Ｇ大阪,3-2,柏,3,2,2005
大分,0-1,広島,0,1,2005
大宮,1-0,川崎Ｆ,1,0,2005
東京Ｖ,3-3,神戸,3,3,2005
名古屋,3-0,鹿島,3,0,2005
大分,0-2,Ｇ大阪,0,2,2005
広島,0-0,磐田,0,0,2005
柏,3-0,浦和,3,0,2005
横浜FM,2-1,千葉,2,1,2005
清水,0-1,Ｆ東京,0,1,2005
Ｃ大阪,1-0,新潟,1,0,2005
新潟,3-0,名古屋,3,0,2005
鹿島,1-1,大分,1,1,2005
川崎Ｆ,3-2,Ｃ大阪,3,2,2005
神戸,0-4,柏,0,4,2005
磐田,6-0,東京Ｖ,6,0,2005
Ｆ東京,4-0,横浜FM,4,0,2005
Ｇ大阪,3-3,清水,3,3,2005
浦和,2-0,広島,2,0,2005
千葉,2-0,大宮,2,0,2005
広島,3-0,東京Ｖ,3,0,2005
大宮,0-2,鹿島,0,2,2005
千葉,1-0,川崎Ｆ,1,0,2005
Ｆ東京,1-1,神戸,1,1,2005
Ｇ大阪,4-1,Ｃ大阪,4,1,2005
横浜FM,0-0,柏,0,0,2005
清水,0-1,浦和,0,1,2005
名古屋,2-0,磐田,2,0,2005
大分,1-3,新潟,1,3,2005
神戸,1-0,名古屋,1,0,2005
浦和,2-1,Ｆ東京,2,1,2005
鹿島,1-2,広島,1,2,2005
川崎Ｆ,2-1,大分,2,1,2005
Ｃ大阪,1-1,清水,1,1,2005
新潟,4-2,Ｇ大阪,4,2,2005
磐田,3-1,横浜FM,3,1,2005
東京Ｖ,1-1,大宮,1,1,2005
柏,1-2,千葉,1,2,2005
大分,1-1,柏,1,1,2005
Ｇ大阪,3-1,磐田,3,1,2005
広島,2-1,大宮,2,1,2005
浦和,2-2,神戸,2,2,2005
千葉,1-2,Ｃ大阪,1,2,2005
鹿島,7-2,新潟,7,2,2005
Ｆ東京,1-1,名古屋,1,1,2005
横浜FM,0-2,川崎Ｆ,0,2,2005
清水,1-2,東京Ｖ,1,2,2005
川崎Ｆ,1-1,広島,1,1,2005
神戸,2-1,大分,2,1,2005
東京Ｖ,2-0,鹿島,2,0,2005
新潟,1-1,千葉,1,1,2005
名古屋,0-2,浦和,0,2,2005
Ｇ大阪,3-2,横浜FM,3,2,2005
磐田,1-1,Ｆ東京,1,1,2005
大宮,3-2,清水,3,2,2005
柏,1-1,Ｃ大阪,1,1,2005
広島,1-1,千葉,1,1,2005
大宮,1-4,新潟,1,4,2005
柏,4-2,Ｆ東京,4,2,2005
東京Ｖ,0-1,Ｇ大阪,0,1,2005
清水,3-2,川崎Ｆ,3,2,2005
Ｃ大阪,2-1,神戸,2,1,2005
鹿島,2-2,浦和,2,2,2005
大分,1-2,磐田,1,2,2005
横浜FM,2-2,名古屋,2,2,2005
浦和,1-2,大分,1,2,2005
Ｆ東京,1-0,清水,1,0,2005
新潟,1-2,Ｃ大阪,1,2,2005
名古屋,4-0,柏,4,0,2005
磐田,2-0,大宮,2,0,2005
Ｇ大阪,4-2,広島,4,2,2005
神戸,0-2,横浜FM,0,2,2005
千葉,1-0,東京Ｖ,1,0,2005
川崎Ｆ,2-1,鹿島,2,1,2005
鹿島,4-0,神戸,4,0,2005
大宮,0-1,千葉,0,1,2005
Ｃ大阪,2-0,磐田,2,0,2005
大分,2-0,名古屋,2,0,2005
東京Ｖ,1-2,川崎Ｆ,1,2,2005
柏,2-1,Ｇ大阪,2,1,2005
横浜FM,0-0,Ｆ東京,0,0,2005
広島,3-4,浦和,3,4,2005
清水,2-1,新潟,2,1,2005
川崎Ｆ,2-1,大宮,2,1,2005
神戸,1-1,東京Ｖ,1,1,2005
浦和,0-0,横浜FM,0,0,2005
磐田,1-0,柏,1,0,2005
千葉,2-1,清水,2,1,2005
名古屋,1-3,Ｃ大阪,1,3,2005
Ｇ大阪,3-3,鹿島,3,3,2005
Ｆ東京,0-0,大分,0,0,2005
新潟,0-1,広島,0,1,2005
柏,1-0,神戸,1,0,2005
広島,1-2,名古屋,1,2,2005
川崎Ｆ,3-0,新潟,3,0,2005
大宮,0-1,Ｆ東京,0,1,2005
東京Ｖ,4-4,磐田,4,4,2005
横浜FM,0-3,大分,0,3,2005
鹿島,2-2,千葉,2,2,2005
清水,1-4,Ｇ大阪,1,4,2005
Ｃ大阪,3-1,浦和,3,1,2005
新潟,1-1,東京Ｖ,1,1,2005
Ｃ大阪,1-0,大宮,1,0,2005
Ｆ東京,2-2,広島,2,2,2005
浦和,7-0,柏,7,0,2005
名古屋,1-4,川崎Ｆ,1,4,2005
大分,5-0,清水,5,0,2005
神戸,1-4,Ｇ大阪,1,4,2005
千葉,2-2,横浜FM,2,2,2005
磐田,1-1,鹿島,1,1,2005
Ｇ大阪,1-2,大分,1,2,2005
千葉,4-0,神戸,4,0,2005
鹿島,1-0,名古屋,1,0,2005
東京Ｖ,1-2,Ｆ東京,1,2,2005
大宮,1-3,浦和,1,3,2005
新潟,1-0,横浜FM,1,0,2005
清水,1-1,磐田,1,1,2005
