date,start,place,numbers,crowds,whether,temperature,humidity
2010/07/25,18:05,平塚競技場,"['1', '2', '7', '3', '7']",12737,晴のち雨,29.0,76%
2010/07/25,18:05,ホームズスタジアム神戸,"['1', '0', '0', '8', '1']",10081,晴,29.1,66%
2010/07/25,19:03,等々力陸上競技場,"['1', '7', '8', '6', '2']",17862,曇一時雨,28.5,86%
2010/07/27,19:03,アウトソーシングスタジアム日本平,"['1', '3', '3', '1', '7']",13317,晴,27.9,76%
2010/07/27,19:04,県立カシマサッカースタジアム,"['1', '0', '6', '8', '5']",10685,晴,27.0,80%
2010/07/27,19:05,ユアテックスタジアム仙台,"['1', '2', '1', '3', '9']",12139,晴,28.4,58%
2010/07/28,19:00,ＮＡＣＫ５スタジアム大宮,"['9', '9', '8', '1']",9981,晴,29.1,61%
2010/07/28,19:03,ホームズスタジアム神戸,"['1', '6', '8', '8', '7']",16887,屋内,27.9,68%
2010/07/28,19:04,ＮＤソフトスタジアム山形,"['1', '2', '0', '4', '5']",12045,曇,24.9,86%
2010/07/28,19:04,国立競技場,"['2', '6', '5', '3', '4']",26534,晴,28.8,62%
2010/07/28,19:04,名古屋市瑞穂陸上競技場,"['7', '9', '9', '1']",7991,曇,28.4,70%
2010/07/28,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '0', '5', '3', '0']",10530,曇のち雨,28.3,71%
2010/07/31,18:03,埼玉スタジアム２００２,"['4', '0', '3', '2', '6']",40326,曇,29.8,84%
2010/07/31,19:03,東北電力ビッグスワンスタジアム,"['3', '6', '9', '1', '0']",36910,曇,28.8,71%
2010/07/31,19:03,ヤマハスタジアム（磐田）,"['1', '0', '0', '2', '1']",10021,晴,28.0,89%
2010/07/31,19:04,県立カシマサッカースタジアム,"['1', '6', '4', '1', '5']",16415,晴のち曇,24.1,81%
2010/07/31,19:05,日産スタジアム,"['2', '9', '9', '6', '4']",29964,曇,29.5,78%
2010/08/01,18:03,石川県西部緑地公園陸上競技場,"['1', '1', '0', '3', '6']",11036,晴,30.0,68%
2010/08/01,18:04,広島ビッグアーチ,"['1', '6', '1', '9', '3']",16193,晴,28.8,83%
2010/08/01,19:03,等々力陸上競技場,"['1', '6', '3', '2', '6']",16326,晴,28.9,77%
2010/08/01,19:03,平塚競技場,"['1', '3', '3', '1', '6']",13316,曇,27.3,88%
2010/08/07,18:03,熊谷スポーツ文化公園陸上競技場,"['7', '8', '3', '1']",7831,晴,30.1,59%
2010/08/07,18:04,京都市西京極総合運動公園陸上競技場兼球技場,"['6', '8', '1', '8']",6818,晴,30.1,61%
2010/08/07,18:33,アウトソーシングスタジアム日本平,"['1', '9', '8', '4', '8']",19848,晴,27.2,80%
2010/08/07,19:03,広島ビッグアーチ,"['1', '8', '0', '6', '9']",18069,晴,26.9,72%
2010/08/07,19:04,ユアテックスタジアム仙台,"['1', '8', '8', '9', '4']",18894,晴,29.1,69%
2010/08/07,19:04,ＮＤソフトスタジアム山形,"['9', '0', '4', '1']",9041,曇,26.6,89%
2010/08/08,18:04,ホームズスタジアム神戸,"['1', '2', '7', '9', '9']",12799,晴,27.4,66%
2010/08/08,18:05,キンチョウスタジアム,"['1', '4', '0', '3', '1']",14031,晴,29.1,67%
2010/08/08,19:05,味の素スタジアム,"['2', '7', '9', '9', '0']",27990,曇,27.6,76%
2010/08/13,19:04,ＮＤソフトスタジアム山形,"['1', '4', '1', '1', '8']",14118,曇,25.5,83%
2010/08/14,18:04,ホームズスタジアム神戸,"['9', '6', '5', '2']",9652,曇,27.9,80%
2010/08/14,18:34,アウトソーシングスタジアム日本平,"['2', '0', '0', '1', '9']",20019,曇,27.9,89%
2010/08/14,19:03,豊田スタジアム,"['3', '1', '7', '1', '5']",31715,曇,26.9,88%
2010/08/14,19:04,ユアテックスタジアム仙台,"['1', '7', '6', '5', '1']",17651,曇のち雨,24.6,80%
2010/08/14,19:04,県立カシマサッカースタジアム,"['2', '3', '6', '4', '0']",23640,曇,28.4,82%
2010/08/15,18:00,ＮＡＣＫ５スタジアム大宮,"['9', '7', '4', '2']",9742,晴,32.5,62%
2010/08/15,18:03,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '0', '8', '4', '9']",10849,晴,30.5,65%
2010/08/15,19:03,等々力陸上競技場,"['1', '9', '0', '2', '6']",19026,晴,31.1,66%
2010/08/17,19:03,万博記念競技場,"['2', '0', '0', '4', '6']",20046,晴,31.2,62%
2010/08/17,19:04,東北電力ビッグスワンスタジアム,"['3', '0', '0', '7', '6']",30076,晴,28.6,81%
2010/08/17,19:33,埼玉スタジアム２００２,"['3', '2', '2', '3', '1']",32231,晴,28.6,76%
2010/08/17,19:34,ニッパツ三ツ沢球技場,"['1', '2', '1', '8', '4']",12184,晴,29.6,80%
2010/08/18,19:03,ヤマハスタジアム（磐田）,"['8', '0', '4', '9']",8049,曇,28.7,83%
2010/08/18,19:04,等々力陸上競技場,"['2', '2', '4', '0', '7']",22407,曇,29.6,72%
2010/08/18,19:04,広島ビッグアーチ,"['9', '9', '4', '5']",9945,晴,30.3,74%
2010/08/18,19:05,平塚競技場,"['9', '3', '0', '2']",9302,曇,29.5,77%
2010/08/18,19:05,キンチョウスタジアム,"['9', '0', '8', '6']",9086,晴,33.9,51%
2010/08/21,18:33,県立カシマサッカースタジアム,"['1', '9', '0', '2', '4']",19024,晴,27.3,73%
2010/08/21,18:34,味の素スタジアム,"['2', '0', '3', '4', '1']",20341,晴,27.5,68%
2010/08/21,19:03,平塚競技場,"['1', '4', '0', '9', '5']",14095,曇,27.3,80%
2010/08/21,19:03,東北電力ビッグスワンスタジアム,"['3', '6', '5', '5', '3']",36553,曇,29.6,82%
2010/08/21,19:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '3', '9', '6', '3']",13963,晴,30.2,70%
2010/08/22,18:01,ＮＡＣＫ５スタジアム大宮,"['1', '0', '0', '8', '1']",10081,晴,30.4,65%
2010/08/22,18:04,ＮＤソフトスタジアム山形,"['1', '0', '3', '1', '0']",10310,晴,28.0,69%
2010/08/22,18:05,エコパスタジアム,"['3', '1', '2', '6', '6']",31266,晴,27.2,82%
2010/08/22,19:04,名古屋市瑞穂陸上競技場,"['1', '7', '3', '1', '1']",17311,晴,29.4,74%
2010/08/28,18:03,埼玉スタジアム２００２,"['5', '1', '1', '7', '7']",51177,晴,30.9,48%
2010/08/28,18:04,キンチョウスタジアム,"['9', '7', '9', '9']",9799,晴,29.7,71%
2010/08/28,19:03,名古屋市瑞穂陸上競技場,"['1', '3', '9', '4', '4']",13944,晴,29.1,67%
2010/08/28,19:04,ユアテックスタジアム仙台,"['1', '4', '3', '9', '5']",14395,曇,26.7,76%
2010/08/28,19:04,神戸総合運動公園ユニバー記念競技場,"['1', '3', '7', '9', '8']",13798,晴,28.4,59%
2010/08/28,19:04,広島ビッグアーチ,"['1', '2', '3', '9', '3']",12393,晴,28.3,71%
2010/08/29,18:03,万博記念競技場,"['1', '9', '5', '5', '0']",19550,晴のち曇,30.1,64%
2010/08/29,18:05,日産スタジアム,"['2', '3', '1', '6', '7']",23167,晴,29.1,73%
2010/08/29,18:33,アウトソーシングスタジアム日本平,"['1', '8', '7', '9', '2']",18792,晴,28.3,78%
2010/09/11,15:04,大阪長居スタジアム,"['2', '0', '2', '8', '6']",20286,晴,33.1,49%
2010/09/11,15:05,ＮＡＣＫ５スタジアム大宮,"['1', '0', '3', '9', '6']",10396,晴,33.6,54%
2010/09/11,15:33,ヤマハスタジアム（磐田）,"['8', '0', '2', '7']",8027,晴,30.9,57%
2010/09/11,16:03,等々力陸上競技場,"['2', '2', '1', '7', '3']",22173,晴,30.9,55%
2010/09/11,18:04,京都市西京極総合運動公園陸上競技場兼球技場,"['9', '5', '5', '0']",9550,晴,30.5,64%
2010/09/11,19:03,東北電力ビッグスワンスタジアム,"['3', '0', '8', '3', '2']",30832,曇,26.8,81%
2010/09/11,19:04,県立カシマサッカースタジアム,"['1', '6', '8', '6', '9']",16869,晴,27.4,78%
2010/09/12,19:04,ＮＤソフトスタジアム山形,"['1', '0', '1', '1', '9']",10119,雨,21.0,88%
2010/09/12,19:04,味の素スタジアム,"['2', '9', '9', '5', '9']",29959,曇,27.8,76%
2010/09/18,13:04,広島ビッグアーチ,"['1', '1', '9', '7', '9']",11979,晴,31.8,39%
2010/09/18,14:01,名古屋市瑞穂陸上競技場,"['1', '7', '8', '8', '2']",17882,晴,29.6,52%
2010/09/18,14:03,ヤマハスタジアム（磐田）,"['1', '1', '0', '5', '6']",11056,晴,27.2,59%
2010/09/18,15:03,県立カシマサッカースタジアム,"['1', '4', '1', '9', '9']",14199,晴,24.5,73%
2010/09/18,16:03,埼玉スタジアム２００２,"['3', '8', '9', '0', '9']",38909,晴,26.4,59%
2010/09/18,19:03,万博記念競技場,"['2', '0', '9', '7', '3']",20973,晴,26.6,57%
2010/09/18,19:04,平塚競技場,"['1', '2', '8', '3', '1']",12831,雨,26.1,74%
2010/09/19,15:03,東北電力ビッグスワンスタジアム,"['2', '9', '8', '4', '8']",29848,曇,26.6,63%
2010/09/19,15:04,宮城スタジアム,"['2', '6', '3', '9', '1']",26391,曇,24.4,65%
2010/09/25,13:04,味の素スタジアム,"['1', '7', '4', '7', '7']",17477,晴,21.6,41%
2010/09/25,15:03,広島ビッグアーチ,"['1', '5', '1', '8', '0']",15180,晴,25.1,51%
2010/09/25,15:04,アウトソーシングスタジアム日本平,"['1', '9', '4', '9', '6']",19496,曇,22.9,60%
2010/09/25,15:05,ホームズスタジアム神戸,"['1', '2', '7', '7', '5']",12775,晴,23.9,36%
2010/09/25,16:03,埼玉スタジアム２００２,"['3', '1', '9', '7', '3']",31973,晴,21.4,42%
2010/09/25,16:04,ＮＤソフトスタジアム山形,"['7', '7', '8', '2']",7782,曇,14.9,76%
2010/09/25,18:04,京都市西京極総合運動公園陸上競技場兼球技場,"['8', '7', '7', '7']",8777,晴,20.4,53%
2010/09/25,19:03,等々力陸上競技場,"['2', '0', '8', '3', '7']",20837,晴,20.1,38%
2010/09/25,19:04,日産スタジアム,"['2', '0', '2', '5', '0']",20250,晴,20.9,37%
2010/10/02,13:00,埼玉スタジアム２００２,"['2', '9', '5', '7', '5']",29575,晴,24.1,49%
2010/10/02,13:04,京都市西京極総合運動公園陸上競技場兼球技場,"['7', '2', '2', '0']",7220,晴,28.9,47%
2010/10/02,13:04,ホームズスタジアム神戸,"['8', '7', '0', '7']",8707,晴,27.1,46%
2010/10/02,16:03,名古屋市瑞穂陸上競技場,"['1', '3', '0', '2', '7']",13027,晴,24.8,56%
2010/10/02,16:04,キンチョウスタジアム,"['8', '0', '4', '1']",8041,晴,27.1,58%
2010/10/02,17:04,県立カシマサッカースタジアム,"['2', '2', '2', '3', '6']",22236,晴,21.2,65%
2010/10/02,19:04,ＮＤソフトスタジアム山形,"['1', '2', '0', '1', '8']",12018,曇,18.3,57%
2010/10/03,14:03,ヤマハスタジアム（磐田）,"['1', '1', '5', '2', '8']",11528,晴,26.5,53%
2010/10/03,15:05,国立競技場,"['2', '0', '5', '0', '8']",20508,晴のち曇,24.7,54%
2010/10/16,13:03,平塚競技場,"['1', '1', '2', '0', '0']",11200,晴,26.6,49%
2010/10/16,14:04,ユアテックスタジアム仙台,"['1', '7', '1', '8', '2']",17182,晴,22.6,39%
2010/10/16,15:04,広島ビッグアーチ,"['1', '3', '8', '8', '7']",13887,晴,20.9,46%
2010/10/16,15:05,埼玉スタジアム２００２,"['3', '2', '9', '0', '2']",32902,晴,24.2,49%
2010/10/16,16:03,等々力陸上競技場,"['1', '7', '4', '2', '7']",17427,晴,23.4,49%
2010/10/16,17:03,万博記念競技場,"['1', '5', '1', '3', '2']",15132,晴,20.6,53%
2010/10/16,19:04,アウトソーシングスタジアム日本平,"['1', '4', '2', '2', '1']",14221,晴,18.7,81%
2010/10/17,13:03,日産スタジアム,"['1', '7', '8', '2', '3']",17823,曇のち晴,24.6,44%
2010/10/17,16:04,東北電力ビッグスワンスタジアム,"['3', '2', '7', '5', '4']",32754,曇時々雨,21.3,52%
2010/10/23,14:03,エコパスタジアム,"['1', '8', '3', '0', '1']",18301,晴,20.9,45%
2010/10/23,15:04,ＮＤソフトスタジアム山形,"['1', '2', '5', '4', '3']",12543,晴,18.3,60%
2010/10/23,15:05,味の素スタジアム,"['2', '3', '0', '7', '4']",23074,晴のち曇,18.9,44%
2010/10/23,17:04,キンチョウスタジアム,"['9', '4', '4', '1']",9441,晴,22.3,52%
2010/10/23,19:04,ホームズスタジアム神戸,"['1', '5', '2', '7', '6']",15276,晴,21.6,55%
2010/10/24,13:04,広島ビッグアーチ,"['1', '1', '1', '2', '7']",11127,雨,18.3,89%
2010/10/24,13:05,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '2', '1', '5', '1']",12151,曇,20.7,65%
2010/10/24,16:00,ＮＡＣＫ５スタジアム大宮,"['1', '0', '7', '4', '0']",10740,曇のち雨,19.3,55%
2010/10/24,16:04,県立カシマサッカースタジアム,"['2', '2', '9', '7', '3']",22973,曇のち雨,17.4,75%
2010/10/30,13:03,豊田スタジアム,"['2', '4', '0', '6', '1']",24061,曇,17.3,75%
2010/10/30,13:04,ユアテックスタジアム仙台,"['1', '2', '6', '6', '3']",12663,曇,12.5,58%
2010/10/30,13:04,アウトソーシングスタジアム日本平,"['7', '1', '1', '7']",7117,雨,15.0,82%
2010/10/30,15:04,埼玉スタジアム２００２,"['2', '1', '6', '2', '5']",21625,雨,13.1,78%
2010/10/30,15:05,等々力陸上競技場,"['7', '3', '4', '8']",7348,雨,12.4,87%
2010/10/30,16:03,万博記念競技場,"['1', '2', '3', '9', '9']",12399,曇,17.6,66%
2010/10/31,15:05,ニッパツ三ツ沢球技場,"['1', '2', '5', '6', '8']",12568,曇,17.7,75%
2010/10/31,17:03,東北電力ビッグスワンスタジアム,"['3', '0', '1', '3', '0']",30130,曇一時雨,19.6,57%
2010/11/06,14:03,平塚競技場,"['1', '2', '1', '8', '1']",12181,晴,19.9,44%
2010/11/06,14:04,キンチョウスタジアム,"['1', '0', '8', '7', '7']",10877,晴,22.0,32%
2010/11/06,14:04,ホームズスタジアム神戸,"['1', '2', '0', '5', '2']",12052,晴,18.1,35%
2010/11/06,15:06,味の素スタジアム,"['2', '7', '8', '1', '6']",27816,晴,18.5,41%
2010/11/06,15:34,ヤマハスタジアム（磐田）,"['7', '5', '9', '6']",7596,晴,17.6,43%
2010/11/06,17:00,ＮＡＣＫ５スタジアム大宮,"['8', '4', '5', '7']",8457,晴,15.4,59%
2010/11/06,17:04,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '1', '9', '2', '7']",11927,晴,15.3,58%
2010/11/07,13:05,広島ビッグアーチ,"['2', '1', '7', '2', '5']",21725,曇,15.8,85%
2010/11/07,16:05,県立カシマサッカースタジアム,"['2', '7', '9', '6', '9']",27969,晴,16.8,73%
2010/11/10,19:03,平塚競技場,"['6', '0', '3', '2']",6032,晴,14.0,37%
2010/11/14,14:03,日産スタジアム,"['2', '9', '6', '7', '0']",29670,曇,17.9,59%
2010/11/14,14:04,埼玉スタジアム２００２,"['3', '2', '3', '9', '8']",32398,曇,18.4,53%
2010/11/14,14:04,等々力陸上競技場,"['1', '9', '6', '9', '3']",19693,曇,18.0,54%
2010/11/14,14:04,アウトソーシングスタジアム日本平,"['1', '6', '2', '0', '4']",16204,曇,18.1,68%
2010/11/14,14:05,名古屋市瑞穂陸上競技場,"['1', '7', '4', '8', '9']",17489,曇時々晴,18.3,54%
2010/11/14,17:04,ユアテックスタジアム仙台,"['1', '3', '6', '7', '5']",13675,曇,14.7,59%
2010/11/14,17:04,ＮＤソフトスタジアム山形,"['7', '7', '1', '2']",7712,曇,11.5,84%
2010/11/14,19:33,東北電力ビッグスワンスタジアム,"['1', '9', '1', '5', '2']",19152,曇,15.6,64%
2010/11/14,19:33,万博記念競技場,"['1', '5', '4', '0', '2']",15402,曇,16.9,72%
2010/11/20,14:02,ホームズスタジアム神戸,"['1', '1', '4', '6', '2']",11462,晴,16.7,53%
2010/11/20,14:03,埼玉スタジアム２００２,"['4', '0', '0', '7', '1']",40071,晴,16.8,51%
2010/11/20,14:04,ユアテックスタジアム仙台,"['1', '7', '0', '5', '0']",17050,晴,14.6,45%
2010/11/20,14:04,味の素スタジアム,"['2', '8', '4', '8', '0']",28480,晴,16.6,48%
2010/11/20,14:04,平塚競技場,"['1', '2', '6', '5', '0']",12650,晴,17.3,52%
2010/11/20,17:04,ヤマハスタジアム（磐田）,"['1', '0', '1', '1', '8']",10118,晴,12.8,68%
2010/11/20,17:04,キンチョウスタジアム,"['1', '3', '4', '7', '3']",13473,晴,15.3,56%
2010/11/20,17:04,広島ビッグアーチ,"['1', '1', '9', '6', '1']",11961,晴,11.6,64%
2010/11/20,19:34,京都市西京極総合運動公園陸上競技場兼球技場,"['6', '9', '0', '4']",6904,晴,11.1,81%
2010/11/23,14:03,日産スタジアム,"['2', '9', '6', '9', '1']",29691,晴,17.4,41%
2010/11/23,14:04,県立カシマサッカースタジアム,"['1', '8', '5', '7', '5']",18575,曇時々雨,15.9,78%
2010/11/23,14:04,アウトソーシングスタジアム日本平,"['1', '7', '1', '4', '3']",17143,晴,17.8,69%
2010/11/23,14:04,豊田スタジアム,"['3', '3', '6', '5', '5']",33655,屋内,15.2,47%
2010/11/23,14:04,万博記念競技場,"['1', '1', '3', '4', '7']",11347,晴,12.3,44%
2010/11/23,17:03,ＮＡＣＫ５スタジアム大宮,"['8', '9', '7', '9']",8979,曇,13.9,54%
2010/11/23,17:03,等々力陸上競技場,"['1', '6', '1', '9', '4']",16194,曇のち雨,14.8,52%
2010/11/23,17:03,東北電力ビッグスワンスタジアム,"['2', '4', '9', '2', '8']",24928,曇,10.4,46%
2010/11/23,19:34,ＮＤソフトスタジアム山形,"['8', '5', '8', '2']",8582,曇,5.6,71%
2010/11/27,14:04,等々力陸上競技場,"['1', '9', '4', '1', '1']",19411,晴,14.1,46%
2010/11/27,14:04,ヤマハスタジアム（磐田）,"['1', '3', '2', '7', '8']",13278,晴,15.4,35%
2010/11/27,14:04,万博記念競技場,"['1', '7', '9', '7', '7']",17977,晴,13.6,33%
2010/11/27,14:04,ホームズスタジアム神戸,"['1', '4', '0', '6', '1']",14061,晴,13.6,35%
2010/11/27,17:32,味の素スタジアム,"['2', '6', '2', '4', '3']",26243,曇,12.4,63%
2010/11/27,17:33,ＮＡＣＫ５スタジアム大宮,"['1', '0', '9', '6', '7']",10967,曇,12.2,56%
2010/11/27,17:34,広島ビッグアーチ,"['1', '6', '4', '4', '8']",16448,晴,10.1,72%
2010/11/28,13:03,県立カシマサッカースタジアム,"['1', '9', '5', '8', '8']",19588,晴,16.8,52%
2010/11/28,13:03,平塚競技場,"['8', '7', '7', '5']",8775,晴,19.2,30%
2010/12/04,15:32,京都市西京極総合運動公園陸上競技場兼球技場,"['1', '2', '6', '9', '7']",12697,晴,12.3,44%
2010/12/04,15:33,日産スタジアム,"['2', '8', '0', '7', '1']",28071,晴,15.5,38%
2010/12/04,15:33,アウトソーシングスタジアム日本平,"['1', '9', '0', '8', '8']",19088,晴,10.4,68%
2010/12/04,15:34,ユアテックスタジアム仙台,"['1', '8', '9', '8', '9']",18989,晴,9.7,32%
2010/12/04,15:34,ＮＤソフトスタジアム山形,"['1', '3', '6', '4', '7']",13647,晴,8.1,51%
2010/12/04,15:34,埼玉スタジアム２００２,"['4', '5', '9', '4', '1']",45941,晴,15.0,29%
2010/12/04,15:34,東北電力ビッグスワンスタジアム,"['2', '7', '3', '8', '9']",27389,曇時々雨,11.5,44%
2010/12/04,15:34,豊田スタジアム,"['3', '1', '9', '4', '1']",31941,屋内,12.0,51%
2010/12/04,15:37,キンチョウスタジアム,"['1', '5', '0', '1', '1']",15011,晴,12.0,39%
2011/03/05,14:02,豊田スタジアム,"['2', '7', '1', '5', '3']",27153,晴,10.6,28%
2011/03/05,14:02,万博記念競技場,"['2', '0', '0', '5', '5']",20055,晴,11.1,33%
2011/03/05,14:03,山梨中銀スタジアム,"['1', '5', '0', '4', '0']",15040,晴,11.5,12%
2011/03/05,14:04,広島ビッグアーチ,"['1', '8', '7', '0', '9']",18709,晴,10.4,39%
2011/03/05,14:04,レベルファイブスタジアム,"['1', '0', '2', '5', '4']",10254,晴,11.3,24%
2011/03/05,15:04,等々力陸上競技場,"['1', '8', '6', '7', '3']",18673,晴,12.6,28%
2011/03/05,19:04,日立柏サッカー場,"['1', '0', '3', '9', '0']",10390,晴,8.0,60%
2011/03/06,13:05,ホームズスタジアム神戸,"['1', '9', '9', '1', '3']",19913,曇のち雨,10.3,50%
2011/03/06,15:03,県立カシマサッカースタジアム,"['2', '3', '2', '6', '2']",23262,曇時々晴,14.0,32%
2011/04/23,14:04,ＮＡＣＫ５スタジアム大宮,"['8', '4', '4', '1']",8441,曇,18.6,78%
2011/04/23,14:04,山梨中銀スタジアム,"['6', '8', '9', '3']",6893,雨,15.9,78%
2011/04/23,14:04,アウトソーシングスタジアム日本平,"['1', '1', '0', '2', '5']",11025,雨,16.4,92%
2011/04/23,14:05,国立競技場,"['1', '5', '6', '8', '8']",15688,曇のち雨,19.1,80%
2011/04/23,14:05,等々力陸上競技場,"['1', '5', '0', '3', '0']",15030,雨,17.5,83%
2011/04/24,13:03,東北電力ビッグスワンスタジアム,"['3', '3', '6', '6', '2']",33662,晴,13.3,52%
2011/04/24,13:04,ＮＤソフトスタジアム山形,"['8', '5', '5', '1']",8551,晴,14.9,37%
2011/04/24,13:05,広島ビッグアーチ,"['1', '8', '7', '8', '8']",18788,晴,18.6,52%
2011/04/24,14:04,埼玉スタジアム２００２,"['4', '2', '7', '6', '7']",42767,晴,19.1,29%
2011/04/29,13:03,レベルファイブスタジアム,"['1', '2', '1', '4', '7']",12147,晴,22.6,31%
2011/04/29,14:03,日産スタジアム,"['3', '3', '4', '3', '6']",33436,晴,19.7,34%
2011/04/29,14:04,ユアテックスタジアム仙台,"['1', '8', '4', '5', '6']",18456,晴一時雨,15.8,38%
2011/04/29,14:05,日立柏サッカー場,"['1', '0', '3', '1', '9']",10319,晴のち曇,18.6,49%
2011/04/29,14:05,ホームズスタジアム神戸,"['1', '0', '5', '0', '2']",10502,晴,15.4,56%
2011/04/29,15:04,キンチョウスタジアム,"['9', '0', '1', '4']",9014,晴時々曇,18.4,31%
2011/04/29,18:03,万博記念競技場,"['1', '7', '0', '5', '2']",17052,晴,15.7,48%
2011/04/29,19:04,ヤマハスタジアム（磐田）,"['1', '1', '3', '1', '9']",11319,晴,14.5,35%
2011/04/29,19:04,名古屋市瑞穂陸上競技場,"['1', '4', '5', '5', '6']",14556,晴,13.8,44%
2011/05/03,14:03,ユアテックスタジアム仙台,"['1', '5', '8', '5', '9']",15859,晴,18.1,36%
2011/05/03,14:03,ＮＤソフトスタジアム山形,"['1', '0', '4', '1', '4']",10414,晴,19.3,33%
2011/05/03,14:03,埼玉スタジアム２００２,"['4', '7', '0', '5', '6']",47056,曇のち雨,18.2,55%
2011/05/03,14:03,山梨中銀スタジアム,"['1', '2', '0', '5', '6']",12056,曇,20.1,33%
2011/05/03,14:03,東北電力ビッグスワンスタジアム,"['3', '0', '6', '1', '0']",30610,曇,16.3,46%
2011/05/03,14:05,等々力陸上競技場,"['1', '8', '4', '4', '9']",18449,曇のち雨,18.9,63%
2011/05/03,15:04,アウトソーシングスタジアム日本平,"['1', '8', '8', '4', '7']",18847,曇,19.3,56%
2011/05/07,13:04,広島ビッグアーチ,"['1', '2', '4', '8', '1']",12481,晴のち曇,24.3,65%
2011/05/07,14:03,日産スタジアム,"['1', '3', '5', '2', '0']",13520,雨,16.7,90%
2011/05/07,14:03,ヤマハスタジアム（磐田）,"['8', '9', '6', '0']",8960,晴,24.3,45%
2011/05/07,14:03,ホームズスタジアム神戸,"['1', '0', '3', '6', '4']",10364,晴,23.1,47%
2011/05/07,15:04,名古屋市瑞穂陸上競技場,"['1', '1', '5', '5', '9']",11559,晴,22.8,50%
2011/05/07,15:05,ＮＡＣＫ５スタジアム大宮,"['9', '0', '9', '4']",9094,曇のち雨,17.3,96%
2011/05/07,16:05,国立競技場,"['2', '4', '2', '2', '2']",24222,雨のち曇,17.8,87%
2011/05/07,19:03,キンチョウスタジアム,"['1', '1', '5', '7', '6']",11576,晴のち雨,20.4,61%
2011/05/14,13:04,ユアテックスタジアム仙台,"['1', '1', '5', '4', '4']",11544,晴,21.4,37%
2011/05/14,13:04,ＮＤソフトスタジアム山形,"['7', '4', '3', '5']",7435,曇,18.6,45%
2011/05/14,14:04,東北電力ビッグスワンスタジアム,"['2', '5', '3', '1', '2']",25312,曇,18.4,53%
2011/05/14,14:04,アウトソーシングスタジアム日本平,"['1', '4', '3', '5', '0']",14350,晴,27.6,18%
2011/05/14,15:04,広島ビッグアーチ,"['1', '7', '0', '0', '4']",17004,晴,22.8,21%
2011/05/15,13:03,山梨中銀スタジアム,"['1', '4', '0', '7', '5']",14075,晴,26.2,12%
2011/05/15,15:03,レベルファイブスタジアム,"['1', '8', '4', '0', '3']",18403,晴,23.7,25%
2011/05/15,15:05,埼玉スタジアム２００２,"['3', '1', '5', '7', '1']",31571,晴,23.7,20%
2011/05/15,16:03,等々力陸上競技場,"['1', '9', '6', '4', '3']",19643,晴のち曇,22.6,21%
2011/05/20,19:04,キンチョウスタジアム,"['7', '7', '1', '2']",7712,晴,21.2,71%
2011/05/21,14:03,ヤマハスタジアム（磐田）,"['1', '2', '3', '7', '2']",12372,晴,26.0,53%
2011/05/21,15:05,日産スタジアム,"['1', '7', '7', '5', '1']",17751,晴,26.0,62%
2011/05/21,16:03,埼玉スタジアム２００２,"['3', '7', '5', '2', '1']",37521,晴,26.1,58%
2011/05/21,16:03,豊田スタジアム,"['2', '1', '5', '0', '6']",21506,晴,23.4,64%
2011/05/21,19:04,万博記念競技場,"['1', '5', '9', '7', '8']",15978,曇,23.7,73%
2011/05/21,19:04,ホームズスタジアム神戸,"['1', '5', '5', '2', '0']",15520,曇,21.6,73%
2011/05/22,13:04,ＮＤソフトスタジアム山形,"['1', '8', '0', '0', '8']",18008,曇,14.8,82%
2011/05/22,16:03,ＮＡＣＫ５スタジアム大宮,"['6', '6', '6', '8']",6668,雨,16.4,82%
2011/05/28,13:03,ユアテックスタジアム仙台,"['1', '5', '1', '8', '1']",15181,曇,17.4,80%
2011/05/28,14:02,埼玉スタジアム２００２,"['2', '5', '2', '7', '2']",25272,雨,20.2,83%
2011/05/28,14:03,日立柏サッカー場,"['6', '8', '5', '5']",6855,雨,21.1,89%
2011/05/28,14:04,アウトソーシングスタジアム日本平,"['1', '2', '6', '7', '8']",12678,雨,20.3,86%
2011/05/28,16:03,山梨中銀スタジアム,"['7', '5', '8', '2']",7582,雨,19.3,80%
2011/05/29,13:05,キンチョウスタジアム,"['5', '3', '5', '1']",5351,雨,20.3,93%
2011/05/29,16:03,等々力陸上競技場,"['1', '4', '0', '5', '6']",14056,雨,19.1,82%
2011/05/29,16:03,豊田スタジアム,"['1', '1', '1', '3', '2']",11132,屋内,23.8,91%
2011/05/29,19:04,広島ビッグアーチ,"['8', '0', '4', '9']",8049,雨,16.9,89%
2011/06/11,13:03,東北電力ビッグスワンスタジアム,"['2', '2', '1', '9', '6']",22196,晴,25.1,59%
2011/06/11,14:01,日産スタジアム,"['1', '7', '5', '9', '7']",17597,雨のち曇,28.9,65%
2011/06/11,14:03,ヤマハスタジアム（磐田）,"['1', '2', '0', '6', '7']",12067,曇,24.9,78%
2011/06/11,14:03,レベルファイブスタジアム,"['6', '2', '0', '2']",6202,雨のち曇,22.4,87%
2011/06/11,16:04,ＮＤソフトスタジアム山形,"['1', '1', '0', '1', '2']",11012,晴,26.3,58%
